,accuracy,loss,val_accuracy,val_loss
0,0.6389796137809753,0.6324765086174011,0.6704285740852356,0.6108299493789673
1,0.6725305914878845,0.6069320440292358,0.6914761662483215,0.5906727910041809
2,0.6977142691612244,0.5854477882385254,0.7154762148857117,0.5658671855926514
3,0.7110612392425537,0.5709806084632874,0.7224761843681335,0.5576181411743164
4,0.7189592123031616,0.564674437046051,0.7220476269721985,0.5555031299591064
5,0.7219796180725098,0.559463381767273,0.7286190390586853,0.5516945719718933
6,0.7238571643829346,0.5570150017738342,0.7297618985176086,0.5504218339920044
7,0.724142849445343,0.5552330017089844,0.7293809652328491,0.5506591796875
8,0.7265918254852295,0.5542259812355042,0.7306190729141235,0.549527108669281
9,0.726510226726532,0.5527788400650024,0.7139999866485596,0.569477379322052
10,0.7267346978187561,0.5517261028289795,0.7277143001556396,0.5551540851593018
11,0.7281836867332458,0.5510489344596863,0.7300952672958374,0.5493866205215454
12,0.7290816307067871,0.550230085849762,0.7310952544212341,0.5480037927627563
13,0.7269999980926514,0.5502697825431824,0.7325714230537415,0.5470050573348999
14,0.7278163433074951,0.5503775477409363,0.7284761667251587,0.5501130223274231
15,0.7289795875549316,0.549990177154541,0.7236190438270569,0.557470977306366
16,0.7283265590667725,0.5493529438972473,0.7260952591896057,0.5535309910774231
17,0.7290204167366028,0.548274576663971,0.730904757976532,0.5507309436798096
18,0.7278775572776794,0.5487657785415649,0.7308571338653564,0.5506654977798462
19,0.7286122441291809,0.549034059047699,0.7222856879234314,0.5622788667678833
20,0.7301632761955261,0.5469089150428772,0.7286190390586853,0.5524473190307617
21,0.7302857041358948,0.547956109046936,0.7223333120346069,0.5616124272346497
22,0.7293673753738403,0.5470522046089172,0.731238067150116,0.5495215058326721
23,0.7308775782585144,0.5463426113128662,0.7315238118171692,0.5466780066490173
24,0.7295918464660645,0.5469426512718201,0.727238118648529,0.5568302869796753
25,0.7308571338653564,0.5457406044006348,0.730904757976532,0.5514041781425476
26,0.7310816049575806,0.5460419058799744,0.7241904735565186,0.5602905750274658
27,0.7304285764694214,0.5461044907569885,0.7268095016479492,0.5571736693382263
28,0.731204092502594,0.5459843277931213,0.7254762053489685,0.5558027625083923
29,0.7296530604362488,0.5458109378814697,0.734666645526886,0.5457761287689209
30,0.7318571209907532,0.5452433228492737,0.7325714230537415,0.5487673282623291
31,0.7305918335914612,0.5455150604248047,0.7318571209907532,0.5479475259780884
32,0.7319591641426086,0.5452336072921753,0.7327142953872681,0.5472457408905029
33,0.7301632761955261,0.544558048248291,0.7265238165855408,0.5558643341064453
34,0.7315714359283447,0.5453169345855713,0.7239047884941101,0.5595852136611938
35,0.7324489951133728,0.5449525117874146,0.7202380895614624,0.5644923448562622
36,0.732897937297821,0.5438138842582703,0.7242380976676941,0.5620097517967224
37,0.731632649898529,0.5437578558921814,0.7150952219963074,0.5723198652267456
38,0.7321020364761353,0.5446237921714783,0.7249047756195068,0.5614895224571228
39,0.7308979630470276,0.5443868637084961,0.7328095436096191,0.5465204119682312
40,0.731183648109436,0.5443089008331299,0.7309523820877075,0.5532614588737488
41,0.7336326241493225,0.543136715888977,0.7306190729141235,0.5522023439407349
42,0.7332040667533875,0.5432766079902649,0.7242857217788696,0.559234619140625
43,0.7322040796279907,0.5441163778305054,0.7292380928993225,0.552137017250061
44,0.7336530685424805,0.5435183048248291,0.7269999980926514,0.5588604211807251
45,0.7321428656578064,0.5430774688720703,0.7264761924743652,0.5564283132553101
46,0.7325918078422546,0.5429742932319641,0.732285737991333,0.5509628653526306
47,0.7328571677207947,0.5437633991241455,0.7347142696380615,0.5460447072982788
48,0.7335714101791382,0.5425403118133545,0.7283809781074524,0.5544840693473816
49,0.7338979840278625,0.5428438186645508,0.7245714068412781,0.5599586367607117
